,Unnamed: 0,Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
2626,2626,Outman Women PU Leather Punk Choker Necklace Goth Choker Collar Waist Belt Gothic,Brand: Outman,9 ratings,0,0,9 answered questions,8.99,How confident are you in finding a size that will fit you well?
2627,2627,Anna by Anuschka Women's Genuine Leather Medium Multi-Compartment Cross Body |Zip-Top Organizer with Large Outside Zip-Pocket,Visit the Anna by Anuschka Store,"21,896 ratings",0,0,0,180.98,How confident are you in finding a size that will fit you well?
2628,2628,ElegantPark 2 Pcs Shoe Clips Double Layers Rhinestones Wedding Party Decoration,Visit the ElegantPark Store,10 ratings,0,0,4 answered questions,19.99,How confident are you in finding a size that will fit you well?
2629,2629,"Lynk® Over Door or Wall Mount 16 Hook Rack - Shirt, Belt, Hat, Coat, Towel Organizer - Platinum",Visit the Lynk Store,113 ratings,0,0,0,23.71,4.3 out of 5
2630,2630,Jovono Women's Headband Head Chain with Beaded and Rhinestone for Women and Girls,Brand: Jovono,209 ratings,0,0,0,7.66,3.4 out of 5
2631,2631,Red Hat Sisters Vintage Style T Shirt,Brand: Red Hat Sisters Apparel Clothing Co,"4,182 ratings",0,0,0,20.97,How confident are you in finding a size that will fit you well?
2632,2632,Infant Boots & Hats: 6 Charming Baby Sets (Crochet),0,"2,735 ratings",0,0,0,0.0,4.3 out of 5
2633,2633,"130PCS Sew On Rhinestones,Mixed Shapes Sew On Glass Rhinestone Sewing Claw Rhinestone for Craft, Clothes,Dress, Earring, Belt and Shoes",Brand: Yolyoo,"2,795 ratings",0,0,0,6.99,4 out of 5
2634,2634,EVER FAITH Lady High-Heel Brooch Pink Austrian Crystal Shoe Boot,0,3 ratings,0,0,0,16.99,5 out of 5
2636,2636,"Walbest Brooch Pins for Women, Rhinestone Inlaid High Heel Shoe Brooch Pin Corsage Lapel Jewelry Gift (Rose Red)",0,28 ratings,0,0,0,0.0,0
2637,2637,Arogheiz 52 Pcs Pearl Rhinestone Buttons Flat Back 13 Style Floral Embellishments Pearl Brooches for DIY Crafts Jewelry Making Clothes Shoes Wedding Party Gift Card Decor (12 Pcs Gold/Silver),Brand: Walbest,21 ratings,0,0,0,0.0,4.1 out of 5
2638,2638,Meckior Baby Girls Boys Canvas Sneakers Soft Sole High-Top Ankle Infant First Walkers Crib Shoes,Brand: Arogheiz,3 ratings,0,0,0,10.99,4 out of 5
2639,2639,Anna by Anuschka Women's Leather Hand Painted Organizer Wallet,0,191 ratings,0,0,42 answered questions,7.99,How confident are you in finding a size that will fit you well?
2640,2640,Fstrend Boho Rhinestone Waist Chains Silver Crystal Hip Chain Belly Belts Fashion Bikini Rave Festival Party Beach Clubwear Accessories Jewelry for Women and Girls (Silver),Visit the Anna by Anuschka Store,23 ratings,0,0,0,83.73,How confident are you in finding a size that will fit you well?
2641,2641,RongJun Adjustable High Neck Black Gold Purple Choker Necklace Collar for Women and Girls Kids,Visit the Fstrend Store,53 ratings,0,0,0,9.66,3.7 out of 5
2642,2642,"Inspirational Gifts For Women Saying stamped ""You are loved You are valued You are beautiful"" leather inspirational bracelet,Gift for Mother.",Brand: RongJun,3 ratings,0,0,0,5.99,4.5 out of 5
2643,2643,Removable Rhinestone Shoe Clips Double Flower Shoe Clips Elegant Shine Shoe Buckle Shoes Decorations Bag Clothing Accessories for Women Girls 2 Pcs,Brand: YOYONY,14 ratings,0,1,15 answered questions,12.99,How confident are you in finding a size that will fit you well?
2644,2644,"130 pcs (30 Regular +100 Small) Mixed Sew on Rhinestone Claw Crystal Rhinestones for DIY Craft, Jewelry Making,Clothing Accessory (Pink)",Brand: Tsangbaby,403 ratings,0,0,0,16.99,How confident are you in finding a size that will fit you well?
2645,2645,"Glendan Portable Photo Studio Light Box,12""x12"" Professional Dimmable Shooting Tent Kit with 112 LED Lights & 6 Backdrops for Jewelry and Small Items Product Photography",Visit the Choupee Store,25 ratings,0,0,30 answered questions,13.99,4.5 out of 5
2646,2646,Glasses Brooch Shoe Pin Daily Cartton Enamel Brooch Pins Set for Unisex Child Women's Clothing Decorate(Eye Sunglasses Set),Visit the Glendan Store,4 ratings,0,1,43 answered questions,39.99,4.5 out of 5
2647,2647,DC Men's Pure Casual Low Top Skate Shoe,Visit the VEINTI+1 Store,407 ratings,0,0,0,9.0,How confident are you in finding a size that will fit you well?
2648,2648,MiniJewelry Women Love Hearts Lucky Clover Charm Bead for Bracelets Sterling Silver Charm Mother's Day Sister Family Girls Birthday Gift,Visit the DC Store,29 ratings,0,0,104 answered questions,39.67,How confident are you in finding a size that will fit you well?
2649,2649,Iron On Patches with Hot Fix Rhinestone Star DIY Crystals Patches for Shoes Bags Hats Clothes Jewelry Accessories Pack of 15 (Clear),Brand: MiniJewelry,683 ratings,0,0,0,15.98,4.3 out of 5
2650,2650,MRCUFF Sneaker High Top Basketball Shoes Pair of Cufflinks in a Presentation Gift Box & Polishing Cloth,Brand: 46 km off,389 ratings,0,0,0,13.9,4.1 out of 5
2651,2651,Yongto 7x5ft Ladies Clothing Store Backdrop Shopping Mall Merchandise Window Dress Perfume High-Heeled Shoes Jewelry Photography Background Sweet Girl Lady Birthday Party Decor Artistic Portrait,Brand: MRCUFF,70 ratings,0,0,0,16.98,0
2652,2652,Anna by Anuschka Women's Genuine Leather Three Fold Organizer Wallet,Brand: Yongto,24 ratings,0,0,0,16.99,5 out of 5
2653,2653,Anna by Anuschka Hand Painted Leather | RFID Blocking Two Fold Wallet/Clutch,Visit the Anna by Anuschka Store,"1,472 ratings",0,0,9 answered questions,61.87,How confident are you in finding a size that will fit you well?
2654,2654,IVTG Genuine Leather Wallets for Women Long Purse Vintage Embossing Cowhide Handmade Small Clutch (Green),Visit the Anna by Anuschka Store,351 ratings,0,0,4 answered questions,79.12,How confident are you in finding a size that will fit you well?
2655,2655,Spikes for Clothing 20 Sets Rainbow Holographic Cone Tree Metal Screwback Spike Studs for DIY Leather Crafts Cool Rivets Punk Crocs,Visit the IVTG Store,170 ratings,0,0,5 answered questions,57.99,4.4 out of 5
2656,2656,Woeoe Glitter Rhinestone Body Chain Silver Tassel Crystal Bra Chains Sexy Sparkly Belly Charm Nightclub Rave Festival Waist Accessories Jewelry for Women and Girls,Visit the PINDA Store,585 ratings,0,0,0,36.0,5 out of 5
2657,2657,"Sew On Rhinestones, Choupee 48PCS Mixed Shapes Flatback Sew On Glass Rhinestone Sewing Claw Rhinestone for Craft, Clothes, Garments, Dress, Earring, Belt and Shoes (Champagne, Gold Claw)",Brand: Woeoe,48 ratings,0,0,0,23.66,How confident are you in finding a size that will fit you well?
2658,2658,"Unisex Customizable Personalized Heart, Star Or Oval Shape Engravable ID Tag Keychain Screwball Tip Horseshoe Key Ring",Visit the Choupee Store,5 ratings,0,0,0,12.99,4.5 out of 5
2659,2659,"Spanish Lesson 8: Clothes, Shoes, Jewelry & Accessories (Easy-Peasy Spanish For Kids Series)",Visit the Bling Jewelry Store,705 ratings,0,0,8 answered questions,54.99,3.9 out of 5
2660,2660,Lilax Baby Boy Jewels Crown Tuxedo Outfit Layette 5 Piece Gift Set 0-3 Months,0,422 ratings,0,0,0,0.0,1.3 out of 5
2661,2661,Youniker Choker Necklace for Women Gothic Black Lace Necklace Earrings Sets for Halloween Steampunk Costume Party Punk Vintage Lolita Victorian Choker Pendant Collar,Brand: Lilax,199 ratings,0,0,8 answered questions,32.99,How confident are you in finding a size that will fit you well?
2662,2662,Harry Potter Cute Chibi Character Art Juniors/Womens 5 Pack Ankle Socks,Brand: Youniker,102 ratings,0,0,0,13.99,How confident are you in finding a size that will fit you well?
2663,2663,Pro Bamboo Kitchen 90pcs Diamond Rivets 6/8/10mm DIY Clothing Bag Water Drill Claw Nail Accessories for Clothes Belt Bag Shoes Jewelry Decorations,Brand: Harry Potter,5 ratings,0,0,0,19.99,How confident are you in finding a size that will fit you well?
2664,2664,Promotioneer Men’s Special Colorful Cufflinks for Tuxedo Shirt Gift Wedding Business Clothing Gift,Brand: Pro Bamboo Kitchen,228 ratings,0,0,0,4.99,0
2665,2665,"Nail Art Rhinestone Ab Crystal 4320pcs Shining 3D Nail Art Decoration Rhinestones Flatback Glass Charms Gems Stones for Nails Eye Makeup Clothes Shoes ss4 ss6 ss12, 1440pcs Each Bag",Brand: Promotioneer,71 ratings,0,0,0,10.99,How confident are you in finding a size that will fit you well?
2666,2666,Black Lace Necklace - Gothic Lolita Vintage Stylish Crystal Metal Pendant Choker Clothing Accessories for Wedding Birthday Halloween Christmas,Brand: YUNYILAN,74 ratings,0,0,0,7.99,4.7 out of 5
2667,2667,Weebee 100 Sets 14MM Metal Bullet Cone Spikes Studs Metal Screw Back Studs Spike for Clothing DIY Leather Craft Bag Shoes Belts Rapid Nail Rivets Punk Accessories,Brand: Alaxy,117 ratings,0,0,0,11.98,4.3 out of 5
2668,2668,Red Shoes Colorful Crystal Leaf Brooches for Women Girls Christmas Rhinestone Boots Brooch Pins Clothing Jewelry,Visit the Weebee Store,30 ratings,0,0,0,8.99,4.7 out of 5
2669,2669,HARLEY-DAVIDSON FOOTWEAR en's Baxter Skateboarding Shoe,Brand: Yissw,473 ratings,0,0,0,9.99,How confident are you in finding a size that will fit you well?
2670,2670,104 Pieces Rhinestone Letter Slide Charms Alphabet Letter A-Z 8 mm Alloy Crafts for DIY Bracelet Wristbands Necklace Choker Jewelry Making Charms Supplies (Gold and Silver),Visit the HARLEY-DAVIDSON FOOTWEAR Store,199 ratings,0,0,15 answered questions,54.99,How confident are you in finding a size that will fit you well?
2671,2671,Disney Peter Pan Tinker Bell Outline Floral Sketch Portrait T-Shirt,Visit the WILLBOND Store,422 ratings,0,0,0,16.99,4.5 out of 5
2672,2672,"ROUPHY Hole Punch Plier Sets for Leather Belts, Dog Collars, Watch Straps, Saddles, Shoes, Fabric, Paper, Cards, Labor Saving Design, Heavy Duty Rotary Hole Maker Tools for Home DIY or Craft Projects",Brand: Disney,102 ratings,0,0,0,22.99,How confident are you in finding a size that will fit you well?
2673,2673,Nailheads Spots Studs 2 Prong Round Low Dome 8mm; Bright Nickel Finish 100 Pcs,Brand: ROUPHY,"4,453 ratings",0,0,17 answered questions,13.51,4.5 out of 5
2674,2674,Yolev 44 Pieces Pearl Rhinestone Buttons Faux Pearl Embellishments Pearl Brooch Alloy Floral Pendants for DIY Jewelry Making Clothes Bags Shoes Supplies and Wedding Crafts,Brand: Dangerous Threads,651 ratings,0,0,3 answered questions,0.0,4.5 out of 5
2675,2675,Hot Sox mens Travel Series Novelty Fashion Casual Crew Socks,Brand: Yolev,2 ratings,0,0,0,12.99,5 out of 5
2676,2676,Fuel Shutoff Valve Switch Petcock for Ke175 D2 D5 Ke100 Klr250 A1 A5 C1 C2 Clothing Shoes Jewelry,Brand: Hot Sox,250 ratings,0,0,0,4.0,How confident are you in finding a size that will fit you well?
2677,2677,Fashion jewelry celebrity designer inspired set of enamel mini lapel costume brooches pins for women,Brand: Eioflia,9 ratings,0,0,0,0.0,0
2678,2678,"1000 Pieces White Tags with String Marking Strung Tags, Writable Price Tags Display Label for Product Jewelry Clothing Tags, 1.38x 0.87inches",Visit the Fashion Jewelry Store,747 ratings,0,0,3 answered questions,14.0,4.5 out of 5
2679,2679,Palm Beach Jewelry Men's 18K Yellow Gold Plated Round Cubic Zirconia Lucky Horseshoe Ring,Brand: COLOGO,30 ratings,0,0,0,14.99,4.4 out of 5
2680,2680,THE EVIL EYE: AN ACCOUNT OF THIS ANCIENT AND WIDESPREAD SUPERSTITION,Visit the Palm Beach Jewelry Store,"2,650 ratings",0,0,0,42.99,4.1 out of 5
2681,2681,Anna by Anuschka Women's Handpainted Leather Ladies Wallet Snap Button Closure,0,375 ratings,0,0,0,0.0,5 out of 5
2682,2682,Anna by Anuschka Women's Handpainted Leather Two Fold Wallet,Visit the Anna by Anuschka Store,44 ratings,0,0,9 answered questions,56.0,How confident are you in finding a size that will fit you well?
2683,2683,Orgonite Pendant Tiger Eye Necklace Sri Yantra Necklace Sacred Geometry Energy Healing Yoga Jewelry,Visit the Anna by Anuschka Store,940 ratings,0,0,6 answered questions,54.98,How confident are you in finding a size that will fit you well?
2684,2684,Women's Wallet Genuine Leather Zip Around Wristlet Long Purse Vintage Embossing Cowhide Capacity Handmade Clutch(Cyan),Visit the Day Day Up Store,"1,478 ratings",0,0,0,24.9,How confident are you in finding a size that will fit you well?
2685,2685,"YOU ARE SAFE WITH ME,Enamel Pins,Nurse Doctor Medical Students Pins, Rainbow Brooch Lapel Pin,Enamel pins for Clothing Backpack Hat Decoration,Funny Badge Jewelry Gift",Visit the IVTG Store,558 ratings,0,0,11 answered questions,57.99,4.5 out of 5
2686,2686,6 Pcs Stackable Tie Hook Racks for Scarves Belts Ties Clothes Bags Shoes Closet Organizer 4 Claws 360 Degree Rotatable,Brand: DUOLIYBC,22 ratings,0,1,9 answered questions,13.99,How confident are you in finding a size that will fit you well?
2687,2687,Handmade Adjustable Love Peace Sign Hippie Pendant Necklace Vintage Rope Chain Resin Weave Jewelry,Brand: FancyOS,"1,344 ratings",0,0,0,14.99,0
2688,2688,"1000 Pieces White Tags with String Marking Strung Tags, Writable Price Tags Display Label for Product Jewelry Clothing Tags, 1.38x 0.87inches",Brand: HUNO,79 ratings,0,0,11 answered questions,9.66,How confident are you in finding a size that will fit you well?
2689,2689,Fashion jewelry celebrity designer inspired set of enamel mini lapel costume brooches pins for women,Brand: COLOGO,52 ratings,0,0,0,14.99,4.4 out of 5
2690,2690,"50pcs""V""Sew on Acrylic Mirror ,Right Angle Sew On Mirrored Jewelry Rhinestones ,Crystal Sewing for Clothing,Sew on Mirror Pieces, Sewing Acrylic Strass Crystal Mirror Finish (Gold Mirror)",Visit the Fashion Jewelry Store,404 ratings,0,0,3 answered questions,14.0,4.5 out of 5
2691,2691,Palm Beach Jewelry Men's 18K Yellow Gold Plated Round Cubic Zirconia Lucky Horseshoe Ring,Brand: MEYA,47 ratings,0,0,0,12.88,0
2692,2692,"Fash N Kolor Princess Dress Up Pretend Play Shoes set, Jewelry Boutique, Fashion Princess Toys Accessories for Little Girls Dress Up Costumes for play gift set, For ages 3,4,5,6 Years Old and up",Visit the Palm Beach Jewelry Store,"1,920 ratings",0,0,0,42.99,4.1 out of 5
2693,2693,Charmart Shoes Lapel Pin 2 Piece Set Sports Shoes Enamel Brooch Pins Badges Clothes Accessories Gifts,Visit the fash n kolor Store,27 ratings,0,0,37 answered questions,23.99,4.5 out of 5
2694,2694,44 Pieces Pearl Rhinestone Buttons Rhinestone Faux Pearl Embellishments Pearl Brooch Alloy Floral Pendants for Jewelry Making Clothes Bags Shoes Supplies and Wedding DIY (Silver),Brand: Charmart,995 ratings,0,0,0,10.99,0
2695,2695,more styel Bling Designer Shoe Charms Women's Diamond Accessories charm for Teen Girls Kids Boys,Visit the Hicarer Store,834 ratings,0,0,0,16.99,4.8 out of 5
2696,2696,"Bling Bling NY NEW Women's Classic 11mm Width XOXO Stampato Hugs And Kisses Necklace Bracelet Jewelry Set ANTI-TARNISH 18/20 inches (Silver, Gold, Tri-Color, Two Tone)",Visit the BVSTJIUJI Store,191 ratings,0,0,0,15.99,How confident are you in finding a size that will fit you well?
2697,2697,CHGCRAFT About 450Pcs Brass Square Rivet Pyramid Shaped Punk Studs Nailhead Spike Spots Hotfix On Rivets Flat Back Pins for Bag Shoes Bracelet DIY Jewelry Crafting,0,53 ratings,0,0,0,31.87,How confident are you in finding a size that will fit you well?
2698,2698,Disney Winnie the Pooh Namast'ay T-Shirt,Visit the CHGCRAFT Store,9 ratings,0,0,0,14.99,4.3 out of 5
2699,2699,"200 PCS Buckle Plastic Button, 2 Colors Shoe Charm Buttons Round Buttons DIY Shoes Charm Accessories for Kids, Wristband Charm Backs(Black, Transparent)",Brand: Disney,"6,327 ratings",0,0,0,22.99,How confident are you in finding a size that will fit you well?
2700,2700,"Leather Wrap Bracelet for Women - Handmade Clasp Bangle Bracelet with Pearl Beads Crystal Wristbands Jewelry Gift for Sisters, Teen Girls and Mother",Brand: Pengxiaomei,77 ratings,0,1,0,8.99,4.4 out of 5
2701,2701,LZHLQ Fashion Bib Necklace for girl Bohemian Coin Statement Necklace and earrings Punk Ethnic Style Jewelry Set for Women,Brand: Artilady,823 ratings,0,0,20 answered questions,12.95,How confident are you in finding a size that will fit you well?
2702,2702,Anna by Anuschka Small Classic Clutch/Wristlet,Brand: LZHLQ,"1,386 ratings",0,0,3 answered questions,15.1,How confident are you in finding a size that will fit you well?
2703,2703,4 Pieces Women Hippie Bohemian Costume Set Open Stitch Cardigan Crochet Vest,Visit the Anna by Anuschka Store,106 ratings,0,0,0,59.18,How confident are you in finding a size that will fit you well?
2704,2704,Disney Villains Teen Womens 6 Pack Socks (Teen/Adult),Visit the WILLBOND Store,87 ratings,0,0,0,19.99,How confident are you in finding a size that will fit you well?
2705,2705,AEAOA 1 Yard Sew Stitch On Spike Stud Cone Flatback Punk Rock Trim mesh Bead Craft (Black),Brand: Disney,451 ratings,0,0,0,14.99,How confident are you in finding a size that will fit you well?
2706,2706,"Cross Country Runner Keychain, Christian Faith Charm Keychain, I Can Do All Things Through Christ Who Strengthens Me Phil. 4:13 Scripture Jewelry, Gift for Runners, Cross Country & Track and Field",Visit the AEAOA Store,49 ratings,0,0,0,15.99,4.5 out of 5
2707,2707,"Hotfix Applicator Rhinestones, GGLTECK DIY Hot Fix Rhinestone Applicator Wand Setter Tool Kit with 7 Different Sizes Tips, Tweezers & Brush Cleaning kit and 2 Pack Hot-Fix Crystal Rhinestones (Purple)",Brand: Sportybella,"1,988 ratings",0,0,0,10.99,How confident are you in finding a size that will fit you well?
2708,2708,"Sterling Silver Created Blue Opal Horseshoe & Horse Pendant with 18"" Chain",Visit the GGLTECK Store,30 ratings,0,0,24 answered questions,17.99,4.6 out of 5
2709,2709,"50 Ways to Wear Accessories: (Fashion Books, Hair Accessories Book, Fashion Accessories Book)",Visit the Beaux Bijoux Store,930 ratings,0,0,0,34.98,4.6 out of 5
2710,2710,BodyJ4You 2PC Choker Necklace Set Pendant Charm Unicorn Rainbow Sun Butterfly Tattoo Women Girl Teen Kids,0,"1,390 ratings",0,0,0,0.0,4.4 out of 5
2711,2711,IDIYCLUB 265 Sets Multiple Designs Screwback Silver Punk Spikes and Studs Metal Tree Cone Rivets Kit for Leather Crafts DIY Project Clothing Shoes Decoration,Visit the BodyJ4You Store,3 ratings,0,0,0,11.99,4.4 out of 5
2712,2712,Dickies Gen Flex Women Scrubs Top V-Neck DK800,Brand: IDIYCLUB,10 ratings,0,0,5 answered questions,30.99,4.8 out of 5
2713,2713,"Hunter S Thompson x 8 New 1"" inch (25 mm) Buttons pin Badges Gonzo RIP Fear and Loathing Las Vegas",Brand: Dickies,7 ratings,0,0,16 answered questions,0.0,How confident are you in finding a size that will fit you well?
2714,2714,"Reebok Work Men's Leelap RB1975 Safety Shoe,Blue",Brand: Panic Buttons,353 ratings,0,0,0,0.0,4.5 out of 5
2715,2715,"iWenSheng Halloween Costumes Jewelry for Women - Steampunk Black Lace Choker Necklace Gothic Jewelry Accessories, Vampire Choker Necklace Costume for Teen Girls",Visit the Reebok Store,1 rating,0,0,58 answered questions,81.42,How confident are you in finding a size that will fit you well?
2716,2716,Anna by Anuschka Women's Genuine Leather Three Fold Organizer Wallet,Brand: iWenSheng,613 ratings,0,0,0,7.99,4.3 out of 5
2717,2717,IVTG Genuine Leather Wallets for Women Long Purse Vintage Embossing Cowhide Handmade Small Clutch (Brown),Visit the Anna by Anuschka Store,646 ratings,0,0,9 answered questions,59.71,How confident are you in finding a size that will fit you well?
2718,2718,Anna by Anuschka Clutch Wallet | Genuine Leather | Tribal Potpourri Eggplant,Visit the IVTG Store,67 ratings,0,0,5 answered questions,57.99,4.4 out of 5
2719,2719,Amazon Essentials Women's Relaxed-Fit Short-Sleeve Scoopneck Swing Tee,Visit the Anna by Anuschka Store,735 ratings,0,0,0,71.0,How confident are you in finding a size that will fit you well?
2720,2720,Jovono Fashion Choker Necklace with Star for Birthday Friendship Jewelry Mothers Day Gift (Gold),0,500 ratings,0,0,35 answered questions,6.38,How confident are you in finding a size that will fit you well?
2721,2721,"Infinity Collection Gay Pride Bracelet - LGBT Bracelet, Gay Pride Jewelry, Rainbow Pride Bracelet & Perfect Gay Pride Gifts",Brand: Jovono,469 ratings,0,0,0,7.66,3.8 out of 5
2722,2722,"PH PandaHall Hang Tag Nylon String, 600pcs 2 Colors Nylon Snap Lock Black White 9.4"" Long Pin Loop Fasteners Hook Ties for Exquisite Store Retail Clothing Shoes Purses Bags Price Tag Gift Card",Visit the Infinity Collection Store,1 rating,0,0,0,9.99,4.5 out of 5
2723,2723,BodyJ4You 2PC Horseshoe Circular Barbell | Surgical Steel | 00G 0G 2G 4G 6G 8G 10G 12G 14G 16G 18G | CBR Nose Nipple Tragus Lip Ear | Body Piercing Jewelry,Visit the PH PandaHall Store,114 ratings,0,0,0,11.49,0
2724,2724,"Allstarco 10mm Crystal Clear CH38 Flat Back Sew On Round Beads Acrylic Rhinestones Sewing Plastic Gems with Holes for Jewelry, Clothes, Garment Embelishments, Shoes, Cosplays, Crafts 100 Pieces",Visit the BodyJ4You Store,1 rating,0,0,12 answered questions,11.99,4.4 out of 5
2727,2727,TTjewelry Fashion Style High-Heel Shoe Rhinestone Crystal Brooch Pin,Visit the YORANYO Store,67 ratings,0,0,11 answered questions,24.99,4.5 out of 5
2728,2728,"TOFL Genuine Top-Grain Leather Strap | 72 Inches Long | 3/4 Inch Wide | 1/16 Inch Thick (4-5 oz) | 1 Leather Strip for DIY Arts & Craft Projects, Clothing, Jewelry, Wrapping | White",Brand: T&T Jewelry,735 ratings,0,0,0,14.99,4.3 out of 5
2730,2730,"11 Yards 2mm Rhinestone Chain, Gold Trim Bling String for DIY Jewelry Making Crafts Shoe Charms",Visit the Michael Kors Store,3 ratings,0,0,0,63.0,4.5 out of 5
2731,2731,Barbie Logo T-Shirt,Visit the Juvale Store,8 ratings,0,1,0,9.99,4.7 out of 5
2732,2732,Online Clothing Reseller Inventory Log Book: Measurements and Information Organizer for Resale Fashions,Brand: Barbie,"1,031 ratings",0,0,0,22.99,How confident are you in finding a size that will fit you well?
2733,2733,Vintage Gold Tone Bird Hummingbird Multi Color Full Austrian Crystal Brooches Pin for Women Men Collar Pin Dress Clothes Jewelry,0,102 ratings,0,0,0,0.0,0
2734,2734,"NBEADS 320 Sets ABS Plastic Imitation Pearl Rivet Studs, 6 Different Sizes Embellished Round Pearl Rivets Leathercraft Rivets Studs Buttons for Purse Bags Shoes Leather Craft Repairs Decor",Brand: MIXIA,42 ratings,0,0,0,11.99,5 out of 5
2735,2735,GLOW 80s 90s Party Dance T-Shirt for Clubbers,Visit the NBEADS Store,"1,762 ratings",0,0,0,15.89,4.6 out of 5
2736,2736,"mDesign Plastic Closet Storage Organizer Box Containers with Hinged Lid for Bedroom Shelves or Cabinets, Holds Shoes, Jewelry, Hats, Scarves, Gloves, Wallets, Accessories - 2 Pack - Clear",Brand: GLOW Rave Dance Gift T-Shirt,375 ratings,0,0,0,15.99,How confident are you in finding a size that will fit you well?
2737,2737,"Charming Keychain,Asheville, North Carolina map Keychain, Asheville map Key Ring, map Jewelry Asheville Keychain, Asheville Key Ring,A0120",Visit the mDesign Store,22 ratings,0,0,0,23.49,4.4 out of 5
2738,2738,3510 Pieces Flat Back Gems Round Crystal Rhinestones 6 Sizes (1.5-6 mm) with Pick Up Tweezer and Rhinestones Picking Pen for Crafts Nail Face Art Clothes Shoes Bags DIY(Clear and Clear AB),Brand: HandcraftDecorations,5 ratings,0,0,0,5.99,4 out of 5
2739,2739,Star Wars Sugar Skull Ornate Juniors/Womens 5 Pack Ankle Socks Size 4-10,Visit the TecUnite Store,169 ratings,0,0,5 answered questions,8.99,4.7 out of 5
2740,2740,"Queenbox 9.4x15.7in Bling Crystal Rhinestones Sticker, DIY Self-Adhesive Diamond Ribbon Paper Sheets Art Craft Sticker for Car Phone Case Clothing Jewelry Fabric Shoes hat Gift, White",Visit the STAR WARS Store,1 rating,0,0,4 answered questions,15.99,How confident are you in finding a size that will fit you well?
2742,2742,"Michael Kors 0MK2024 Pink Tortoise One Size, 57-16-135",Visit the Jeilwiy Store,3 ratings,0,0,0,11.98,How confident are you in finding a size that will fit you well?
2743,2743,Sunflower Bracelet 925 Sterling Silver Sunflower Jewelry Sunflower Mother Day Gift Summer Jewelry Gift For Women Girlfriend Daughter with Gift Box,Visit the Michael Kors Store,53 ratings,0,0,18 answered questions,49.06,How confident are you in finding a size that will fit you well?
2744,2744,Touchstone Indian Bollywood Gorgeous Intricate Workmanship Sparkling White Colorful Rhinestone Crystal Wedding Designer Jewelry Necklace Set in Gold and Silver Tone for Women.,Visit the Cuoka Store,47 ratings,0,0,0,26.99,How confident are you in finding a size that will fit you well?
2745,2745,Kenneth Jay Lane KJL Fashion Cross Drop Necklace,Visit the Touchstone Store,"10,397 ratings",0,0,4 answered questions,28.99,4.2 out of 5
2746,2746,.925 Sterling Silver Lucky Horseshoe with Cowboy Boot Charm Pendant Necklace with Rolo Chain - Choice of Necklace Length,Visit the Kenneth Jay Lane Store,117 ratings,0,0,0,32.99,How confident are you in finding a size that will fit you well?
2747,2747,"Charming Keychain,Asheville, North Carolina map Keychain, Asheville map Key Ring, map Jewelry Asheville Keychain, Asheville Key Ring,A0120",Visit the Horseshoe Jewelry Store,349 ratings,0,0,0,24.99,4.6 out of 5
2748,2748,"ND 1 Yard 3-Row 5mm Shiny Crystal Rhinestone Decorative Rope for DIY Clothing Shoes and Hats Jewelry Bracelets Party Decoration (White-White, 5 Yard)",Brand: HandcraftDecorations,380 ratings,0,0,0,5.99,4 out of 5
2750,2750,"Tupalizy Mini Silky Handmade Soft Flossy Bookmark Tassels with Cord Loop for Keychain Earring Jewelry Making, Souvenir, Graduation, Clothing Sewing, Gift Tag DIY Craft Projects, 20PCS (Taro Color)",Visit the STAR WARS Store,16 ratings,0,0,4 answered questions,15.99,How confident are you in finding a size that will fit you well?
2751,2751,Jeilwiy Punk Rock Gothic Black Rivet Leather Spiked Necklace Neckband Choker Adjustable Girls Mom Gifts,Brand: Tupalizy,87 ratings,0,0,0,6.79,4.7 out of 5
2752,2752,Online Clothing Reseller Inventory Log Book: Measurements and Information Organizer for Resale Fashions,Visit the Jeilwiy Store,349 ratings,0,0,0,11.98,How confident are you in finding a size that will fit you well?
2753,2753,"Michael Kors 0MK2024 Pink Tortoise One Size, 57-16-135",0,274 ratings,0,0,0,0.0,0
2754,2754,"Princess Dress Up Clothes for Little Girls – Chibon Princess Toys with Heel Shoes, Purse, Cloak, Crowns Tiaras & Jewelry, Princess Accessories for Little Girls Toddlers, Birthday Christmas Favor",Visit the Michael Kors Store,392 ratings,0,0,18 answered questions,49.06,How confident are you in finding a size that will fit you well?
2755,2755,"Topstarry 2150pcs Rhinestones 6 Sizes(1.6-4.8mm) with Tweezers and Picking Pen, Clear Flatback Crystal Rhinestones Gems for Nails Decoration Crafts Eye Makeup Clothes Shoes Bags DIY(Gold)",Brand: Chibon,415 ratings,0,0,10 answered questions,19.99,How confident are you in finding a size that will fit you well?
2756,2756,"YORANYO 20 Sets Spikes and Studs 17MM Gold Color 43/64"" Bullet Spikes Leather Rivets Screw Back Punk Dragon Claw Studs and Spikes for Clothing Shoes Leather Craft Belts Bag Dog Collars Accessories",Brand: Topstarry,331 ratings,0,0,0,7.99,3.5 out of 5
2757,2757,"Princess Dress up Clothes Princess Cape Jewelry Set Included Costume Cloak, Shoes, Purse, Crowns Tiara, Wand, Gloves, Necklace, Bracelet, Earrings, Ring for Girls Cosplay Birthday Christmas Party",Visit the YORANYO Store,380 ratings,0,0,0,14.99,4.2 out of 5
